TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Transportation_CO2e,Hotel_CO2e,Spend_CO2e
8997,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1059-M5196,Engineering,2,2538.0,4695.2446,26.4,2609.6966
8998,US,New York,MX,Mexico City,Customer Visit,Yes,6000,M1059-M5200,Legal,3,2301.0,1486.5916,57.9,1432.9684
8999,AU,Sydney,AU,Perth,Customer Visit,No,10000,M1059-M5201,Executive Management,1,722.0,971.6856,35.0,651.0369
9000,CN,Beijing,IN,New Delhi,Customer Visit,No,6000,M1059-M5204,Executive Management,5,4005.0,3130.2438,294.5,4913.9033
9001,US,New York,FR,Paris,Customer Visit,No,8000,M1059-M5214,Value Engineering,2,7286.0,4811.769,13.4,5126.5274
9002,AU,Sydney,SG,Singapore,Internal Business Trip,No,8000,M1059-M5216,Ecosystem,3,1644.0,1782.9322,73.5,948.9284
9003,MX,Mexico City,US,Miami,Conference/Exhibition,Yes,9000,M1059-M5222,Product Management,3,1442.0,608.0284,48.3,383.0417
9004,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,6000,M1059-M5224,Marketing,1,1437.0,2107.427,51.4,882.9655
9005,DE,Hamburg,FR,Paris,Conference/Exhibition,No,8000,M1059-M5231,Value Engineering,3,1466.0,99.2524,20.1,48.0541
9006,MX,Mexico City,US,Miami,Customer Visit,Yes,10000,M1059-M5252,Sales,4,2615.0,911.981,64.4,1027.3958
9007,AU,Sydney,SG,Singapore,Conference/Exhibition,Yes,9000,M1059-M5257,Legal,4,5505.0,5170.3148,98.0,5281.5673
9008,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1059-M5257,Customer Support,5,12320.0,9908.699,80.5,12918.6391
9009,MX,Mexico City,US,Miami,Conference/Exhibition,No,7000,M1059-M5261,Executive Management,1,730.0,608.0284,16.1,318.9309
9010,AU,Sydney,DE,Frankfurt,Enablement,No,10000,M1059-M5262,Marketing,6,2675.0,4695.2446,79.2,2091.5892000000003
9011,CN,Beijing,IN,New Delhi,Customer Visit,No,6000,M1059-M5263,Sales,5,3287.0,3130.2438,294.5,3905.8859
9012,AU,Sydney,AU,Perth,Customer Visit,No,7000,M1059-M5266,Executive Management,3,6507.0,1457.43,105.0,7203.4476
9013,AU,Sydney,US,Los Angeles,Customer Visit,No,7000,M1059-M5270,Value Engineering,2,10661.0,9908.699,32.2,12003.3436
9014,MX,Mexico City,US,Miami,Customer Visit,No,10000,M1059-M5276,Customer Support,4,1696.0,608.0284,64.4,366.8112
9015,AU,Sydney,SG,Singapore,Partner Visit,No,7000,M1059-M5281,Sales,6,2783.0,1782.9322,147.0,975.3542
9016,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1059-M5284,Marketing,3,6284.0,5400.4536,48.3,3484.6908
9017,AU,Sydney,SG,Singapore,Customer Visit,No,9000,M1059-M5296,Value Engineering,5,2270.0,1782.9322,122.5,870.852
9018,US,New York,FR,Paris,Enablement,Yes,8000,M1059-M5306,Marketing,3,7933.0,4811.769,20.1,5411.0717
9019,DE,Berlin,NL,Amsterdam,Enablement,Yes,8000,M1059-M5317,Operations,1,438.0,175.9086,14.8,92.3611
9020,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,9000,M1059-M5318,Sales,4,1800.0,2107.427,205.6,859.7121
9021,DE,Berlin,ES,Madrid,Conference/Exhibition,No,7000,M1059-M5335,Sales,1,368.96,986.7558,7.0,10.8731
9022,US,New York,MX,Mexico City,Customer Visit,No,7000,M1059-M5346,Sales,1,2057.0,1486.5916,19.3,1481.0493
9023,AU,Sydney,SG,Singapore,Conference/Exhibition,No,9000,M1059-M5347,Customer Support,1,1156.0,1782.9322,24.5,998.1766
9024,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,6000,M1059-M5347,Ecosystem,4,2884.0,4695.2446,52.8,2642.0871
9025,AU,Sydney,AU,Brisbane,Customer Visit,No,8000,M1059-M5357,Customer Support,3,725.0,223.2116,105.0,227.0221
9026,AU,Sydney,SG,Singapore,Customer Visit,No,6000,M1059-M5357,Sales,3,1694.0,1782.9322,73.5,948.9284
9027,CN,Beijing,IN,New Delhi,Partner Visit,No,10000,M1059-M5358,Executive Management,3,1281.0,1079.4338,176.7,1308.247
9028,DE,Berlin,GB,London,Customer Visit,Yes,8000,M1059-M5372,Marketing,3,1552.0,427.4834,31.2,285.3794
9029,DE,Berlin,FR,Paris,Customer Visit,Yes,9000,M1059-M5376,Sales,4,2282.0,392.5254,26.8,533.7036
9030,DE,Berlin,ES,Madrid,Customer Visit,Yes,8000,M1059-M5387,Executive Management,1,827.0,823.1354,7.0,340.6854
9031,CN,Beijing,TR,Istanbul,Customer Visit,No,6000,M1059-M5389,Marketing,4,5958.0,5800.3828,128.4,7676.8861
9032,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,8000,M1059-M5392,Value Engineering,4,1294.0,502.4644,224.0,453.7738
9033,CN,Beijing,AU,Sydney,Conference/Exhibition,Yes,8000,M1059-M5415,Value Engineering,6,6247.0,7364.6988,210.0,7150.3965
9034,CN,Beijing,IN,New Delhi,Customer Visit,No,7000,M1059-M5421,Marketing,1,934.0,1079.4338,58.9,1167.5597
9035,ZA,Cape Town,ZA,Johannesburg,Enablement,Yes,10000,M1059-M5421,Sales,3,540.0,376.8716,154.2,307.3738
9036,CN,Beijing,RU,Moscow,Conference/Exhibition,No,6000,M1059-M5444,Executive Management,2,1363.0,1641.749,48.4,1627.3316
9037,US,New York,MX,Mexico City,Customer Visit,No,10000,M1059-M5444,Customer Support,2,1053.0,991.128,38.6,554.1127
9038,AU,Sydney,DE,Frankfurt,Enablement,No,7000,M1059-M5451,Sales,3,2322.0,4883.3882,39.6,2153.5592
9039,AU,Sydney,AU,Perth,Conference/Exhibition,No,7000,M1059-M5459,Operations,3,920.0,971.6856,105.0,530.9194
9040,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,10000,M1059-M5459,Executive Management,5,5647.0,6111.3152,257.0,3392.3415
9041,AU,Sydney,SG,Singapore,Customer Visit,No,9000,M1059-M5465,Marketing,2,1555.0,1782.9322,49.0,1203.5775
9042,AU,Sydney,SG,Singapore,Customer Visit,Yes,9000,M1059-M5472,Ecosystem,1,4980.0,5170.3148,24.5,5647.9257
9043,AU,Sydney,CN,Beijing,Internal Business Trip,No,10000,M1059-M5474,Sales,2,1831.0,2554.4790000000003,107.0,1921.1983
9044,CN,Beijing,AU,Sydney,Internal Business Trip,Yes,9000,M1059-M5483,Office Management,2,1730.0,2554.4790000000003,70.0,1844.8893
9045,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1059-M5484,Value Engineering,4,2811.0,3416.9176,64.4,1944.7026
9046,US,New York,CA,Toronto,Customer Visit,No,10000,M1059-M5488,Sales,3,1077.0,165.7328,22.2,317.6492
9047,CN,Beijing,AU,Sydney,Internal Business Trip,No,8000,M1059-M5504,Executive Management,2,1628.0,2539.644,70.0,1741.912
9048,US,New York,FR,Paris,Conference/Exhibition,Yes,7000,M1059-M5510,Services,2,8307.0,4811.769,13.4,5984.1014
9049,CN,Beijing,RU,Moscow,Customer Visit,No,9000,M1059-M5510,Sales,1,1127.0,1641.749,24.2,1434.4304
9050,US,New York,CA,Toronto,Conference/Exhibition,Yes,7000,M1059-M5510,Customer Support,5,2037.0,248.5826,37.0,656.5801
9051,ZA,Cape Town,ZA,Johannesburg,Internal Business Trip,No,7000,M1059-M5511,Marketing,1,238.0,376.8716,51.4,213.1786
9052,AU,Sydney,DE,Frankfurt,Enablement,No,8000,M1059-M5514,Marketing,4,2722.0,4695.2446,52.8,2431.566
9053,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1059-M5520,Operations,3,2671.0,3416.9176,48.3,1997.5543
9054,AU,Sydney,US,Los Angeles,Customer Visit,Yes,6000,M1059-M5521,Customer Support,4,10037.0,9908.699,64.4,10481.4546
9055,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,6000,M1059-M5524,Marketing,2,2383.0,3416.9176,32.2,2067.2225
9056,BR,São Paulo,AR,Buenos Aires,Enablement,No,8000,M1059-M5533,Value Engineering,5,1498.0,502.4644,280.0,486.993
9057,AU,Sydney,AU,Perth,Customer Visit,No,8000,M1059-M5535,Sales,6,1508.0,971.6856,210.0,596.9841
9058,BR,São Paulo,PT,Lisbon,Conference/Exhibition,No,6000,M1059-M5537,Product Management,6,2950.0,2247.889,114.0,1066.3353
9059,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,6000,M1059-M5540,Value Engineering,5,1480.0,1079.4338,294.5,1357.5601
9060,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,6000,M1059-M5549,Marketing,2,2506.0,3416.9176,32.2,2214.967
9061,AU,Sydney,AU,Perth,Customer Visit,No,7000,M1060-M5003,Sales,5,1401.0,971.6856,175.0,627.0134
9062,US,New York,CA,Toronto,Enablement,No,10000,M1060-M5005,Services,2,613.02,357.0808,14.8,9.7226
9063,AU,Sydney,DE,Frankfurt,Customer Visit,No,9000,M1060-M5006,Value Engineering,3,2417.0,4883.3882,39.6,2277.5345
9064,BR,São Paulo,AR,Buenos Aires,Customer Visit,Yes,6000,M1060-M5007,Sales,5,2217.0,753.6458,280.0,977.3079
9065,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,10000,M1060-M5009,Sales,5,3732.0,3416.9176,80.5,2735.0759
9066,MX,Mexico City,US,Miami,Conference/Exhibition,No,10000,M1060-M5012,Legal,3,1385.0,608.0284,48.3,318.9309
9067,AU,Sydney,US,Los Angeles,Internal Business Trip,Yes,8000,M1060-M5019,Customer Support,3,11390.0,9908.699,48.3,12595.523
9068,US,New York,MX,Mexico City,Conference/Exhibition,No,6000,M1060-M5021,Ecosystem,1,865.0,991.128,19.3,551.748
9069,AU,Sydney,DE,Frankfurt,Customer Visit,No,6000,M1060-M5022,Customer Support,1,2156.0,4695.2446,13.2,2377.6107
9070,DE,Berlin,ES,Madrid,Conference/Exhibition,No,6000,M1060-M5022,Sales,3,879.0,548.794,21.0,116.1428
9071,US,New York,CA,Toronto,Customer Visit,No,6000,M1060-M5032,Sales,2,1660.0,248.5826,14.8,942.7009
9072,BR,São Paulo,JP,Tokyo,Customer Visit,Yes,6000,M1060-M5035,Marketing,5,14592.0,15298.279599999998,195.0,9513.2795
9073,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1060-M5037,Value Engineering,2,2113.0,4883.3882,26.4,2105.0667
9074,DE,Hamburg,DE,Berlin,Customer Visit,Yes,6000,M1060-M5047,Sales,2,455.97,128.0796,26.4,7.094
9075,US,New York,MX,Mexico City,Conference/Exhibition,Yes,9000,M1060-M5055,Sales,3,2056.0,1486.5916,57.9,1219.3631
9076,AU,Sydney,SG,Singapore,Customer Visit,No,9000,M1060-M5062,Value Engineering,1,4635.0,5170.3148,24.5,5233.5203
9077,DE,Berlin,FR,Paris,Internal Business Trip,Yes,10000,M1060-M5071,Operations,2,1229.0,112.8904,13.4,45.456500000000005
9078,US,New York,MX,Mexico City,Internal Business Trip,Yes,9000,M1060-M5072,Marketing,5,2334.0,1486.5916,96.5,1177.5879
9079,MX,Mexico City,US,Miami,Conference/Exhibition,No,9000,M1060-M5073,Operations,3,1298.0,608.0284,48.3,338.4076
9080,DE,Berlin,ES,Madrid,Internal Business Trip,No,6000,M1060-M5080,Marketing,6,1580.0,548.794,42.0,135.4999
9081,BR,São Paulo,US,Miami,Internal Business Trip,No,7000,M1060-M5093,Sales,5,2923.0,1862.2934,80.5,872.9997
9082,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,9000,M1060-M5094,Sales,4,1855.0,2107.427,205.6,924.8216
9083,DE,Berlin,ES,Madrid,Customer Visit,No,8000,M1060-M5096,Executive Management,2,636.0,548.794,14.0,116.6958
9084,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,7000,M1060-M5097,Sales,3,504.0,376.8716,154.2,277.6279
9085,CN,Beijing,RU,Moscow,Conference/Exhibition,No,10000,M1060-M5103,Marketing,3,1531.0,1641.749,72.6,1724.5074
9086,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,8000,M1060-M5104,Ecosystem,3,1134.0,502.4644,168.0,494.9656
9087,CN,Beijing,AU,Sydney,Customer Visit,Yes,7000,M1060-M5105,Services,1,5053.0,7364.6988,35.0,7018.4115
9088,BR,São Paulo,AR,Buenos Aires,Enablement,No,8000,M1060-M5110,Services,1,907.0,502.4644,56.0,502.9382
9089,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1060-M5110,Sales,2,1821.0,1862.2934,32.2,777.3285
9090,US,New York,MX,Mexico City,Conference/Exhibition,No,7000,M1060-M5114,Operations,5,1485.0,991.128,96.5,541.5013
9091,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1060-M5117,Value Engineering,3,2772.0,3416.9176,48.3,2176.5294
9092,BR,São Paulo,US,Miami,Conference/Exhibition,No,7000,M1060-M5117,Marketing,1,1471.0,1862.2934,16.1,760.0546
9093,CN,Beijing,GB,London,Conference/Exhibition,No,9000,M1060-M5120,Value Engineering,5,2970.0,2929.0386000000003,52.0,2130.6151
9094,AU,Sydney,CN,Beijing,Conference/Exhibition,No,7000,M1060-M5125,Customer Support,2,6138.0,6960.905,107.0,7292.9208
9095,DE,Berlin,FR,Paris,Conference/Exhibition,No,7000,M1060-M5126,Sales,5,1907.0,261.7012,33.5,103.9754
9096,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1060-M5128,Legal,3,2465.0,1862.2934,48.3,979.3011
9097,AU,Sydney,AU,Perth,Customer Visit,No,10000,M1060-M5130,Customer Support,1,643.0,971.6856,35.0,576.5641
9098,US,New York,CA,Toronto,Conference/Exhibition,No,9000,M1060-M5132,Marketing,3,1052.0,165.7328,22.2,260.898
9099,BR,São Paulo,US,Miami,Internal Business Trip,No,8000,M1060-M5134,Sales,2,1947.0,1862.2934,32.2,858.3833
9100,US,New York,CA,Toronto,Conference/Exhibition,No,6000,M1060-M5135,Value Engineering,3,1781.0,248.5826,22.2,767.718
9101,BR,São Paulo,US,Miami,Conference/Exhibition,No,10000,M1060-M5136,Marketing,1,1454.0,1862.2934,16.1,758.7258
9102,BR,São Paulo,ZA,Johannesburg,Enablement,No,10000,M1060-M5146,Sales,3,2212.0,2107.427,154.2,1231.7668
9103,DE,Berlin,NL,Amsterdam,Internal Business Trip,No,9000,M1060-M5146,Value Engineering,2,720.0,54.8668,29.6,20.1807
9104,DE,Berlin,IT,Rome,Conference/Exhibition,No,6000,M1060-M5152,Sales,2,736.0,349.1932,28.6,81.853
9105,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,6000,M1060-M5155,Customer Support,3,552.0,376.8716,154.2,295.8059
9106,AU,Sydney,AU,Brisbane,Enablement,No,9000,M1060-M5158,Executive Management,2,591.0,223.2116,70.0,279.8738
9107,AU,Sydney,DE,Frankfurt,Customer Visit,No,8000,M1060-M5158,Executive Management,6,3049.0,4695.2446,79.2,2499.1717
9108,BR,São Paulo,US,Miami,Conference/Exhibition,Yes,6000,M1060-M5159,Engineering,1,4749.0,5400.4536,16.1,2941.8896
9109,US,New York,MX,Mexico City,Customer Visit,Yes,9000,M1060-M5160,Operations,6,4550.0,1486.5916,115.8,2772.9279
9110,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,8000,M1060-M5163,Sales,5,3788.0,3416.9176,80.5,2732.6735
9111,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1060-M5168,Value Engineering,4,2786.0,4695.2446,52.8,2441.2363
9112,BR,São Paulo,US,Miami,Customer Visit,No,8000,M1060-M5170,Ecosystem,6,6987.0,5400.4536,96.6,3385.6976
9113,BR,São Paulo,US,Miami,Customer Visit,No,9000,M1060-M5170,Legal,3,2506.0,1862.2934,48.3,1019.1641
9114,US,New York,MX,Mexico City,Internal Business Trip,No,9000,M1060-M5174,Legal,3,1069.0,991.128,57.9,461.1037
9115,CN,Beijing,RU,Moscow,Internal Business Trip,Yes,9000,M1060-M5181,Marketing,3,13135.0,6566.7646,72.6,18509.8092
9116,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,Yes,7000,M1060-M5182,Services,3,566.0,376.8716,154.2,304.0687
9117,AU,Sydney,SG,Singapore,Customer Visit,Yes,7000,M1060-M5183,Sales,5,5523.0,5170.3148,122.5,4956.0488
9118,US,New York,CA,Toronto,Enablement,No,6000,M1060-M5190,Operations,1,1327.0,248.5826,7.4,849.692
9119,DE,Hamburg,FR,Paris,Conference/Exhibition,No,8000,M1060-M5192,Marketing,3,1352.0,225.3868,20.1,129.4162
9120,AU,Sydney,SG,Singapore,Customer Visit,No,7000,M1060-M5202,Marketing,2,1640.0,1782.9322,49.0,1198.7728
9121,AU,Sydney,DE,Frankfurt,Partner Visit,Yes,10000,M1060-M5206,Value Engineering,1,23972.0,18780.3156,13.2,28600.6861
9122,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,6000,M1060-M5206,Office Management,2,1649.0,2107.427,102.8,922.8285
9123,US,New York,MX,Mexico City,Enablement,No,10000,M1060-M5206,Value Engineering,4,1324.0,991.128,77.2,494.9968
9124,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,9000,M1060-M5210,Office Management,3,2122.0,2107.427,154.2,1179.9449
9125,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,6000,M1060-M5211,Sales,4,2274.0,2107.427,205.6,1171.9723
9126,ZA,Cape Town,ZA,Johannesburg,Enablement,Yes,7000,M1060-M5213,Marketing,2,425.0,376.8716,102.8,272.6703
9127,BR,São Paulo,US,Miami,Customer Visit,No,9000,M1060-M5213,Sales,2,1701.0,1862.2934,32.2,720.1916
9128,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,10000,M1060-M5215,Marketing,3,1656.0,2107.427,154.2,857.7189
9129,AU,Sydney,AU,Melbourne,Enablement,No,7000,M1060-M5221,Sales,3,731.0,209.077,105.0,240.235
9130,CN,Beijing,IN,New Delhi,Customer Visit,Yes,7000,M1060-M5230,Marketing,4,3553.0,3130.2438,235.6,4436.7267
9131,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,10000,M1060-M5230,Sales,2,2000.0,2107.427,102.8,1183.2668
9132,BR,São Paulo,ZA,Johannesburg,Customer Visit,Yes,10000,M1060-M5232,Sales,5,5641.0,6111.3152,257.0,3333.8757
9133,BR,São Paulo,PT,Lisbon,Customer Visit,No,7000,M1060-M5242,Marketing,1,2031.0,2247.889,19.0,1215.8216
9134,DE,Berlin,GB,London,Customer Visit,No,9000,M1060-M5243,Executive Management,2,822.0,285.008,20.8,90.1489
9135,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1060-M5244,Sales,1,1868.0,4883.3882,13.2,2047.4485
9136,DE,Berlin,ES,Madrid,Customer Visit,Yes,7000,M1060-M5244,Sales,4,1184.0,548.794,28.0,126.0979
9137,AU,Sydney,AU,Brisbane,Conference/Exhibition,No,6000,M1060-M5249,Executive Management,2,1169.0,334.7948,70.0,993.3719
9138,DE,Berlin,ES,Madrid,Conference/Exhibition,No,9000,M1060-M5249,Sales,5,1877.0,823.1354,35.0,386.0364
9139,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1060-M5252,Marketing,2,2290.0,4695.2446,26.4,2354.5794
9140,BR,São Paulo,US,Miami,Internal Business Trip,No,8000,M1060-M5252,Executive Management,4,2494.0,1862.2934,64.4,857.0545
9141,AU,Sydney,DE,Frankfurt,Customer Visit,No,6000,M1060-M5254,Marketing,4,11356.0,13903.3676,52.8,15141.1469
9142,AU,Sydney,AU,Perth,Customer Visit,Yes,10000,M1060-M5259,Executive Management,5,3500.0,1457.43,175.0,3131.4637
9143,BR,São Paulo,AR,Buenos Aires,Customer Visit,Yes,7000,M1060-M5261,Sales,1,1831.0,753.6458,56.0,1128.123
9144,DE,Berlin,FR,Paris,Conference/Exhibition,No,7000,M1060-M5265,Services,2,897.0,261.7012,13.4,79.0877
9145,US,New York,CA,Toronto,Customer Visit,No,6000,M1060-M5269,Marketing,6,1744.0,165.7328,44.4,316.0728
9146,BR,São Paulo,US,Miami,Conference/Exhibition,No,10000,M1060-M5274,Sales,2,2078.0,1862.2934,32.2,931.4655
9147,AU,Sydney,DE,Frankfurt,Customer Visit,No,6000,M1060-M5275,Operations,3,2358.0,4695.2446,39.6,2246.7115
9148,US,New York,MX,Mexico City,Conference/Exhibition,No,8000,M1060-M5276,Executive Management,2,973.0,991.128,38.6,513.9139
9149,CN,Beijing,IN,New Delhi,Customer Visit,No,10000,M1060-M5276,Value Engineering,3,1075.0,1079.4338,176.7,1051.5289
9150,BR,São Paulo,AR,Buenos Aires,Partner Visit,No,8000,M1060-M5279,Value Engineering,2,918.0,502.4644,112.0,437.1643
9151,AU,Sydney,DE,Frankfurt,Customer Visit,No,8000,M1060-M5287,Marketing,3,2800.0,4695.2446,39.6,2764.7336
9152,DE,Berlin,ES,Madrid,Customer Visit,No,6000,M1060-M5289,Marketing,3,891.0,548.794,21.0,122.7795
9153,CN,Beijing,RU,Moscow,Partner Visit,No,10000,M1060-M5293,Value Engineering,2,1436.0,1641.749,48.4,1715.8051
9154,AU,Sydney,AU,Melbourne,Customer Visit,No,7000,M1060-M5294,Sales,4,1021.0,209.077,140.0,253.448
9155,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,7000,M1060-M5296,Sales,4,2872.0,4725.91,52.8,2891.1591
9156,BR,São Paulo,US,Miami,Customer Visit,No,7000,M1060-M5296,Sales,1,1793.0,1862.2934,16.1,958.0408
9157,AU,Sydney,AU,Melbourne,Customer Visit,No,6000,M1060-M5301,Sales,4,896.0,209.077,140.0,194.5904
9158,US,New York,MX,Mexico City,Customer Visit,No,7000,M1060-M5301,Operations,6,1578.0,991.128,115.8,537.5602
9159,DE,Berlin,FR,Paris,Customer Visit,Yes,7000,M1060-M5306,Office Management,1,882.0,392.5254,6.7,297.5467
9160,DE,Berlin,FR,Paris,Customer Visit,No,8000,M1060-M5306,Sales,2,1112.0,112.8904,13.4,39.6621
9161,CN,Beijing,GB,London,Customer Visit,No,10000,M1060-M5306,Finance,2,2450.0,2929.0386000000003,20.8,2646.952
9162,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,6000,M1060-M5317,Customer Support,2,2348.0,3416.9176,32.2,2021.5778
9163,AU,Sydney,DE,Frankfurt,Conference/Exhibition,Yes,9000,M1060-M5318,Sales,4,2742.0,4695.2446,52.8,2438.6708
9164,CN,Beijing,GB,London,Customer Visit,Yes,9000,M1060-M5321,Executive Management,1,8211.0,8047.0884,10.4,11431.932
9165,BR,São Paulo,US,Miami,Customer Visit,No,8000,M1060-M5322,Customer Support,5,2862.0,1862.2934,80.5,827.1573
9166,BR,São Paulo,US,Miami,Enablement,No,7000,M1060-M5331,Services,5,2665.0,1862.2934,80.5,716.2053
9167,CN,Beijing,RU,Moscow,Customer Visit,No,10000,M1060-M5334,Value Engineering,2,5194.0,4760.8986,48.4,7159.0988
9168,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,10000,M1060-M5335,Sales,6,1578.0,502.4644,336.0,528.8492
9169,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1060-M5335,Marketing,3,2387.0,4883.3882,39.6,2280.0617
9170,US,New York,MX,Mexico City,Conference/Exhibition,No,9000,M1060-M5336,Value Engineering,2,1802.0,1486.5916,38.6,1175.2233
9171,BR,São Paulo,JP,Tokyo,Internal Business Trip,No,7000,M1060-M5338,Services,2,3664.0,5275.4614,78.0,2190.913
9172,DE,Berlin,FR,Paris,Conference/Exhibition,Yes,6000,M1060-M5341,Customer Support,5,2032.0,261.7012,33.5,81.853
9173,AU,Sydney,SG,Singapore,Customer Visit,Yes,9000,M1060-M5343,Value Engineering,2,5526.0,5170.3148,49.0,5985.4559
9174,DE,Berlin,GB,London,Customer Visit,Yes,10000,M1060-M5343,Sales,3,1315.0,427.4834,31.2,226.2019
9175,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,6000,M1060-M5344,Product Management,3,3235.0,3416.9176,48.3,2678.6207
9176,CN,Beijing,IN,New Delhi,Customer Visit,No,10000,M1060-M5347,Sales,3,1259.0,1079.4338,176.7,1251.682
9177,AU,Sydney,AU,Melbourne,Conference/Exhibition,No,7000,M1060-M5358,Sales,3,735.0,209.077,105.0,217.4127
9178,DE,Berlin,ES,Madrid,Customer Visit,No,6000,M1060-M5360,Sales,1,443.0,548.794,7.0,117.8019
9179,AU,Sydney,AU,Perth,Internal Business Trip,No,10000,M1060-M5361,Sales,2,826.0,971.6856,70.0,576.5641
9180,AU,Sydney,US,Los Angeles,Internal Business Trip,Yes,7000,M1060-M5363,Sales,2,29869.0,13667.1876,32.2,35202.8411
9181,CN,Beijing,RU,Moscow,Conference/Exhibition,Yes,10000,M1060-M5364,Value Engineering,2,4960.0,4760.8986,48.4,6834.2126
9182,BR,São Paulo,JP,Tokyo,Customer Visit,No,7000,M1060-M5365,Sales,1,3793.0,5835.4594,39.0,3550.1804999999995
9183,MX,Mexico City,US,Miami,Customer Visit,No,10000,M1060-M5366,Operations,1,716.0,608.0284,16.1,322.9886
9184,CN,Beijing,AU,Sydney,Internal Business Trip,No,9000,M1060-M5373,Value Engineering,2,5499.0,7364.6988,70.0,7263.5265
9185,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1060-M5382,Marketing,3,2534.0,4883.3882,39.6,2384.4209
9186,US,New York,MX,Mexico City,Conference/Exhibition,Yes,6000,M1060-M5385,Marketing,6,2745.0,1486.5916,115.8,1323.407
9187,US,New York,MX,Mexico City,Enablement,No,6000,M1060-M5394,Value Engineering,4,871.19,1850.753,77.2,19.4442
9188,MX,Mexico City,US,Miami,Internal Business Trip,No,7000,M1060-M5400,Value Engineering,2,2058.0,911.981,32.2,1132.8946
9189,AU,Sydney,AU,Brisbane,Customer Visit,Yes,9000,M1060-M5402,Marketing,3,769.0,223.2116,105.0,276.2703
9190,CN,Beijing,IN,New Delhi,Customer Visit,Yes,8000,M1060-M5407,Marketing,5,4185.0,3130.2438,294.5,5172.0718
9191,AU,Sydney,SG,Singapore,Customer Visit,No,7000,M1060-M5414,Sales,3,1664.0,1782.9322,73.5,924.9049
9192,US,New York,CA,Toronto,Customer Visit,Yes,8000,M1060-M5414,Ecosystem,1,1265.0,248.5826,7.4,811.0696
9193,US,New York,CA,Toronto,Customer Visit,No,7000,M1060-M5419,Executive Management,3,1071.0,165.7328,22.2,260.1098
9194,AU,Sydney,NZ,Auckland,Conference/Exhibition,No,10000,M1060-M5421,Customer Support,3,2193.0,960.1916,31.2,2023.9802
9195,AU,Sydney,SG,Singapore,Conference/Exhibition,Yes,10000,M1060-M5421,Customer Support,1,4904.0,5170.3148,24.5,5531.4117
9196,BR,São Paulo,US,Miami,Customer Visit,No,7000,M1060-M5428,Customer Support,2,1865.0,1862.2934,32.2,839.1162
9197,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,6000,M1060-M5429,Customer Support,3,2222.0,753.6458,168.0,1191.2394
9198,BR,São Paulo,US,Miami,Customer Visit,Yes,8000,M1060-M5436,Value Engineering,3,6028.0,5400.4536,48.3,3392.3415
9199,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,9000,M1060-M5442,Marketing,1,759.0,502.4644,56.0,414.5752
9200,AU,Sydney,CN,Beijing,Customer Visit,No,7000,M1060-M5442,Customer Support,2,1582.0,2539.644,107.0,1544.7113
9201,CN,Beijing,GB,London,Customer Visit,No,8000,M1060-M5445,Value Engineering,3,8457.0,8047.0884,31.2,10951.8547
