TransportationID,TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,LegStep,TripCosts,Departure_CO2e,Return_CO2e
EF015976,21364,CN,Shanghai,CN,Beijing,10,Economy Flight,2,276.0,159.5767,159.5767
EF015977,21365,US,New York,MX,Mexico City,10,Economy Flight,1,670.0,495.564,495.564
EF015978,21366,BR,São Paulo,US,Miami,10,Economy Flight,1,1376.0,931.1467,931.1467
BC006823,21367,AU,Sydney,CN,Beijing,12,Business Class Flight,1,4778.0,3682.3494,3682.3494
EF015979,21368,BR,São Paulo,US,Miami,10,Economy Flight,1,1408.0,931.1467,931.1467
EF015980,21369,CN,Beijing,IN,New Delhi,10,Economy Flight,1,915.0,539.7169,539.7169
EF015981,21370,AU,Sydney,AU,Melbourne,10,Economy Flight,1,181.0,104.5385,104.5385
EF015982,21371,AU,Sydney,AU,Brisbane,10,Economy Flight,1,264.0,111.6058,111.6058
BC006824,21372,US,New York,MX,Mexico City,12,Business Class Flight,1,1553.0,743.2958,743.2958
EF015983,21373,AU,Sydney,SG,Singapore,10,Economy Flight,1,741.0,891.4661,891.4661
EF015984,21373,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,974.0,1456.1562,1456.1562
EF015985,21374,MX,Mexico City,US,Miami,10,Economy Flight,1,408.0,304.0142,304.0142
TR000679,21375,DE,Berlin,NL,Amsterdam,4,Train,1,170.0,27.4334,27.4334
TR000680,21376,JP,Fukuoka,JP,Tokyo,4,Train,1,249.0,21.8785,21.8785
EF015986,21377,AU,Sydney,SG,Singapore,10,Economy Flight,1,924.0,891.4661,891.4661
EF015987,21378,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2205.0,1708.4588,1708.4588
EF015988,21379,AU,Sydney,SG,Singapore,10,Economy Flight,1,1007.0,891.4661,891.4661
EF015989,21379,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1283.0,1456.1562,1456.1562
BC006825,21380,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4685.0,2585.1574,2585.1574
FC000390,21381,BR,São Paulo,US,Miami,11,First Class Flight,1,14198.0,3724.4552,3724.4552
EF015990,21382,DE,Berlin,ES,Madrid,10,Economy Flight,1,219.0,274.397,274.397
EF015991,21383,US,New York,CA,Toronto,10,Economy Flight,1,384.0,82.8664,82.8664
EF015992,21384,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1753.0,1708.4588,1708.4588
EF015993,21385,CN,Beijing,IN,New Delhi,10,Economy Flight,1,705.0,539.7169,539.7169
EF015994,21386,AU,Sydney,SG,Singapore,10,Economy Flight,1,922.0,891.4661,891.4661
EF015995,21387,BR,São Paulo,US,Miami,10,Economy Flight,1,1286.0,931.1467,931.1467
EF015996,21388,AU,Sydney,AU,Melbourne,10,Economy Flight,1,153.0,104.5385,104.5385
EF015997,21389,BR,São Paulo,US,Dallas,10,Economy Flight,1,1452.0,1167.7216,1167.7216
EF015998,21389,US,Dallas,JP,Tokyo,10,Economy Flight,2,1561.0,1470.0091,1470.0091
BC006826,21390,US,New York,CA,Toronto,12,Business Class Flight,1,902.0,124.2913,124.2913
BC006827,21391,US,New York,FR,Paris,12,Business Class Flight,1,6210.0,2405.8845,2405.8845
EF015999,21392,DE,Berlin,ES,Madrid,10,Economy Flight,1,190.0,274.397,274.397
EF016000,21393,AU,Sydney,SG,Singapore,10,Economy Flight,1,781.0,891.4661,891.4661
EF016001,21393,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1323.0,1456.1562,1456.1562
EF016002,21394,CN,Beijing,IN,New Delhi,10,Economy Flight,1,694.0,539.7169,539.7169
EF016003,21395,CN,Beijing,AE,Dubai,10,Economy Flight,1,823.0,630.9485,630.9485
EF016004,21395,AE,Dubai,GB,London,10,Economy Flight,2,954.0,1098.3786,1098.3786
BC006828,21396,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5744.0,3055.6576,3055.6576
EF016005,21397,AU,Sydney,CN,Beijing,10,Economy Flight,1,1355.0,1269.822,1269.822
EF016006,21398,AU,Sydney,AE,Dubai,10,Economy Flight,1,1690.0,1354.7272,1354.7272
EF016007,21398,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,615.0,1008.2278,1008.2278
EF016008,21399,BR,São Paulo,US,Miami,10,Economy Flight,1,1232.0,931.1467,931.1467
EF016009,21400,AU,Sydney,SG,Singapore,10,Economy Flight,1,864.0,891.4661,891.4661
EF016010,21401,CN,Beijing,IN,New Delhi,10,Economy Flight,1,750.0,539.7169,539.7169
EF016011,21402,BR,São Paulo,US,Miami,10,Economy Flight,1,1162.0,931.1467,931.1467
BC006829,21403,DE,Berlin,GB,London,12,Business Class Flight,1,459.0,213.7417,213.7417
BC006830,21404,DE,Berlin,GB,London,12,Business Class Flight,1,371.0,213.7417,213.7417
EF016012,21405,BR,São Paulo,US,Dallas,10,Economy Flight,1,1363.0,1167.7216,1167.7216
EF016013,21405,US,Dallas,JP,Tokyo,10,Economy Flight,2,1441.0,1470.0091,1470.0091
EF016014,21406,US,New York,MX,Mexico City,10,Economy Flight,1,588.0,495.564,495.564
EF016015,21407,DE,Berlin,IT,Rome,10,Economy Flight,1,188.0,174.5966,174.5966
BC006831,21408,US,New York,MX,Mexico City,12,Business Class Flight,1,1378.0,743.2958,743.2958
BC006832,21409,US,New York,MX,Mexico City,12,Business Class Flight,1,1839.0,743.2958,743.2958
EF016016,21410,AU,Sydney,AE,Dubai,10,Economy Flight,1,1824.0,1354.7272,1354.7272
EF016017,21410,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,707.0,1008.2278,1008.2278
EF016018,21411,US,New York,MX,Mexico City,10,Economy Flight,1,682.0,495.564,495.564
EF016019,21412,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,672.0,251.2322,251.2322
EF016020,21413,AU,Sydney,SG,Singapore,10,Economy Flight,1,748.0,891.4661,891.4661
EF016021,21413,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1141.0,1456.1562,1456.1562
EF016022,21414,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1566.0,1053.7135,1053.7135
EF016023,21415,AU,Sydney,AE,Dubai,10,Economy Flight,1,1834.0,1354.7272,1354.7272
EF016024,21415,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,654.0,1008.2278,1008.2278
EF016025,21416,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,648.0,251.2322,251.2322
BC006833,21417,DE,Berlin,GB,London,12,Business Class Flight,1,508.0,213.7417,213.7417
EF016026,21418,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1441.0,1053.7135,1053.7135
BC006834,21419,US,New York,MX,Mexico City,12,Business Class Flight,1,1797.0,743.2958,743.2958
EF016027,21420,MX,Mexico City,US,Miami,10,Economy Flight,1,409.0,304.0142,304.0142
EF016028,21421,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2243.0,1708.4588,1708.4588
EF016029,21422,MX,Mexico City,US,Miami,10,Economy Flight,1,385.0,304.0142,304.0142
TR000681,21423,DE,Berlin,NL,Amsterdam,4,Train,1,185.0,27.4334,27.4334
EF016030,21424,DE,Berlin,ES,Madrid,10,Economy Flight,1,224.0,274.397,274.397
EF016031,21425,BR,São Paulo,US,Miami,10,Economy Flight,1,1549.0,931.1467,931.1467
CA000715,21426,US,New York,CA,Toronto,17,Fiat 500 electric,1,93.62,84.1755,84.1755
EF016032,21427,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,782.0,251.2322,251.2322
BC006835,21428,DE,Berlin,FR,Paris,12,Business Class Flight,1,438.0,196.2627,196.2627
CA000716,21429,DE,Berlin,ES,Madrid,13,BMW 3 diesel,1,114.71,493.3779,493.3779
EF016033,21430,AU,Sydney,SG,Singapore,10,Economy Flight,1,1028.0,891.4661,891.4661
EF016034,21430,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1266.0,1456.1562,1456.1562
EF016035,21431,AU,Sydney,AU,Perth,10,Economy Flight,1,576.0,485.8428,485.8428
EF016036,21432,CN,Beijing,RU,Moscow,10,Economy Flight,1,1120.0,820.8745,820.8745
EF016037,21433,DE,Berlin,IT,Rome,10,Economy Flight,1,167.0,174.5966,174.5966
BC006836,21434,AU,Sydney,SG,Singapore,12,Business Class Flight,1,3863.0,2585.1574,2585.1574
EF016038,21435,CN,Beijing,IN,New Delhi,10,Economy Flight,1,780.0,539.7169,539.7169
EF016039,21436,MX,Mexico City,US,Miami,10,Economy Flight,1,474.0,304.0142,304.0142
EF016040,21437,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1588.0,1053.7135,1053.7135
EF016041,21438,CN,Beijing,IN,New Delhi,10,Economy Flight,1,687.0,539.7169,539.7169
BC006837,21439,BR,São Paulo,US,Miami,12,Business Class Flight,1,5704.0,2700.2268,2700.2268
BC006838,21440,BR,São Paulo,US,Miami,12,Business Class Flight,1,4253.0,2700.2268,2700.2268
BC006839,21441,ZA,Cape Town,ZA,Johannesburg,12,Business Class Flight,1,482.0,282.6347,282.6347
EF016042,21442,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1871.0,1708.4588,1708.4588
BC006840,21443,DE,Berlin,ES,Madrid,12,Business Class Flight,1,601.0,411.5677,411.5677
BC006841,21444,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2567.0,1565.1219,1565.1219
EF016043,21445,CN,Beijing,IN,New Delhi,10,Economy Flight,1,923.0,539.7169,539.7169
EF016044,21446,AU,Sydney,SG,Singapore,10,Economy Flight,1,1026.0,891.4661,891.4661
BC006842,21447,DE,Berlin,ES,Madrid,12,Business Class Flight,1,648.0,411.5677,411.5677
EF016045,21448,AU,Sydney,SG,Singapore,10,Economy Flight,1,1062.0,891.4661,891.4661
BC006843,21449,AU,Sydney,CN,Shanghai,12,Business Class Flight,1,4876.0,3241.1036,3241.1036
BC006844,21449,CN,Shanghai,CN,Beijing,12,Business Class Flight,2,864.0,239.3489,239.3489
TR000682,21450,US,New York,CA,Toronto,4,Train,1,182.0,67.6359,67.6359
EF016046,21451,MX,Mexico City,US,Miami,10,Economy Flight,1,479.0,304.0142,304.0142
EF016047,21452,BR,São Paulo,US,Miami,10,Economy Flight,1,1124.0,931.1467,931.1467
EF016048,21453,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1880.0,1053.7135,1053.7135
CA000717,21454,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,1,121.04,60.7452,60.7452
EF016049,21455,AU,Sydney,AU,Perth,10,Economy Flight,1,561.0,485.8428,485.8428
BC006845,21456,US,New York,MX,Mexico City,12,Business Class Flight,1,1656.0,743.2958,743.2958
EF016050,21457,US,New York,CA,Toronto,10,Economy Flight,1,438.0,82.8664,82.8664
EF016051,21458,AU,Sydney,SG,Singapore,10,Economy Flight,1,880.0,891.4661,891.4661
BC006846,21459,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5890.0,3055.6576,3055.6576
BC006847,21460,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4882.0,2585.1574,2585.1574
BC006848,21460,SG,Singapore,DE,Frankfurt,12,Business Class Flight,2,4834.0,4222.6987,4222.6987
EF016052,21461,BR,São Paulo,US,Miami,10,Economy Flight,1,1500.0,931.1467,931.1467
EF016053,21462,DE,Berlin,FR,Paris,10,Economy Flight,1,185.0,130.8506,130.8506
EF016054,21463,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2087.0,1708.4588,1708.4588
EF016055,21464,AU,Sydney,SG,Singapore,10,Economy Flight,1,806.0,891.4661,891.4661
BC006849,21465,AU,Sydney,SG,Singapore,12,Business Class Flight,1,3679.0,2585.1574,2585.1574
EF016056,21466,AU,Sydney,SG,Singapore,10,Economy Flight,1,746.0,891.4661,891.4661
EF016057,21467,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1694.0,1053.7135,1053.7135
EF016058,21468,AU,Sydney,AU,Melbourne,10,Economy Flight,1,155.0,104.5385,104.5385
CA000718,21469,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,84.98,178.5404,178.5404
EF016059,21470,ES,Madrid,PT,Lisbon,10,Economy Flight,1,142.0,76.035,76.035
EF016060,21471,US,New York,CA,Toronto,10,Economy Flight,1,325.0,82.8664,82.8664
EF016061,21472,CN,Beijing,IN,New Delhi,10,Economy Flight,1,916.0,539.7169,539.7169
BC006850,21473,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,8139.0,4954.3495,4954.3495
EF016062,21474,DE,Berlin,ES,Madrid,10,Economy Flight,1,206.0,274.397,274.397
BC006851,21475,CN,Beijing,CN,Shanghai,12,Business Class Flight,1,896.0,239.3489,239.3489
BC006852,21475,CN,Shanghai,GB,London,12,Business Class Flight,2,6567.0,3784.1953,3784.1953
EF016063,21476,AU,Sydney,SG,Singapore,10,Economy Flight,1,1042.0,891.4661,891.4661
EF016064,21476,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,979.0,1456.1562,1456.1562
EF016065,21477,BR,São Paulo,US,Miami,10,Economy Flight,1,1180.0,931.1467,931.1467
EF016066,21478,US,New York,MX,Mexico City,10,Economy Flight,1,588.0,495.564,495.564
EF016067,21479,AU,Sydney,AU,Brisbane,10,Economy Flight,1,222.0,111.6058,111.6058
EF016068,21480,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,1587.0,1123.9445,1123.9445
BC006853,21481,BR,São Paulo,US,Miami,12,Business Class Flight,1,5886.0,2700.2268,2700.2268
EF016069,21482,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2230.0,1708.4588,1708.4588
BC006854,21483,BR,São Paulo,US,Miami,12,Business Class Flight,1,4998.0,2700.2268,2700.2268
BC006855,21484,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3429.0,1565.1219,1565.1219
BC006856,21485,US,New York,MX,Mexico City,12,Business Class Flight,1,1820.0,743.2958,743.2958
EF016070,21486,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1970.0,1708.4588,1708.4588
FC000391,21487,BR,São Paulo,PT,Lisbon,11,First Class Flight,1,21425.0,4495.6192,4495.6192
EF016071,21488,US,New York,CA,Toronto,10,Economy Flight,1,396.0,82.8664,82.8664
EF016072,21489,DE,Berlin,ES,Madrid,10,Economy Flight,1,224.0,274.397,274.397
FC000392,21490,CN,Beijing,US,New York,11,First Class Flight,1,21837.0,6214.1793,6214.1793
BC006857,21491,US,New York,MX,Mexico City,12,Business Class Flight,1,1844.0,743.2958,743.2958
EF016073,21492,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1382.0,1053.7135,1053.7135
EF016074,21493,CN,Beijing,RU,Moscow,10,Economy Flight,1,897.0,820.8745,820.8745
EF016075,21494,CN,Beijing,IN,New Delhi,10,Economy Flight,1,833.0,539.7169,539.7169
CA000719,21495,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,1,122.57,60.7452,60.7452
BC006858,21496,DE,Berlin,ES,Madrid,12,Business Class Flight,1,538.0,411.5677,411.5677
EF016076,21497,AU,Sydney,CN,Beijing,10,Economy Flight,1,1140.0,1269.822,1269.822
EF016077,21498,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1831.0,1053.7135,1053.7135
BC006859,21499,AU,Sydney,AE,Dubai,12,Business Class Flight,1,7876.0,3928.5655,3928.5655
BC006860,21499,AE,Dubai,DE,Frankfurt,12,Business Class Flight,2,2282.0,2923.7539,2923.7539
EF016078,21500,MX,Mexico City,US,Miami,10,Economy Flight,1,501.0,304.0142,304.0142
EF016079,21501,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1808.0,1053.7135,1053.7135
BC006861,21502,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,7599.0,4954.3495,4954.3495
TR000683,21503,DE,Berlin,NL,Amsterdam,4,Train,1,175.0,27.4334,27.4334
BC006862,21504,DE,Berlin,GB,London,12,Business Class Flight,1,406.0,213.7417,213.7417
BC006863,21505,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,9147.0,4954.3495,4954.3495
BC006864,21506,AU,Sydney,AE,Abu Dhabi,12,Business Class Flight,1,7828.0,4954.6635,4954.6635
BC006865,21506,AE,Abu Dhabi,DE,Frankfurt,12,Business Class Flight,2,1928.0,1997.0203,1997.0203
EF016080,21507,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1910.0,1708.4588,1708.4588
BC006866,21508,CN,Beijing,RU,Moscow,12,Business Class Flight,1,4033.0,2380.4493,2380.4493
EF016081,21509,BR,São Paulo,US,Miami,10,Economy Flight,1,1318.0,931.1467,931.1467
BC006867,21510,AU,Sydney,NZ,Auckland,12,Business Class Flight,1,1266.0,480.0958,480.0958
EF016082,21511,CN,Beijing,IN,New Delhi,10,Economy Flight,1,947.0,539.7169,539.7169
BC006868,21512,AU,Sydney,SG,Singapore,12,Business Class Flight,1,4477.0,2585.1574,2585.1574
BC006869,21512,SG,Singapore,DE,Frankfurt,12,Business Class Flight,2,4776.0,4222.6987,4222.6987
BC006870,21513,ZA,Cape Town,ZA,Johannesburg,12,Business Class Flight,1,554.0,282.6347,282.6347
EF016083,21514,AU,Sydney,AU,Melbourne,10,Economy Flight,1,147.0,104.5385,104.5385
FC000393,21515,BR,São Paulo,AR,Buenos Aires,11,First Class Flight,1,4149.0,376.8229,376.8229
BC006871,21516,US,New York,DE,Frankfurt,12,Business Class Flight,1,5604.0,2551.1121,2551.1121
TR000684,21516,DE,Frankfurt,FR,Paris,4,Train,2,179.0,17.5194,17.5194
EF016084,21517,AU,Sydney,SG,Singapore,10,Economy Flight,1,810.0,891.4661,891.4661
EF016085,21517,SG,Singapore,GR,Athens,10,Economy Flight,2,499.0,1281.0192,1281.0192
EF016086,21517,GR,Athens,DE,Frankfurt,10,Economy Flight,3,448.0,269.2088,269.2088
EF016087,21518,AU,Sydney,AU,Brisbane,10,Economy Flight,1,238.0,111.6058,111.6058
BC006872,21519,DE,Berlin,ES,Madrid,12,Business Class Flight,1,501.0,411.5677,411.5677
BC006873,21520,US,New York,CA,Toronto,12,Business Class Flight,1,844.0,124.2913,124.2913
EF016088,21521,CN,Beijing,IN,New Delhi,10,Economy Flight,1,968.0,539.7169,539.7169
EF016089,21522,DE,Berlin,FR,Paris,10,Economy Flight,1,150.0,130.8506,130.8506
BC006874,21523,CN,Beijing,CN,Shanghai,12,Business Class Flight,1,921.0,239.3489,239.3489
BC006875,21523,CN,Shanghai,AU,Sydney,12,Business Class Flight,2,5798.0,3241.1036,3241.1036
EF016090,21524,CN,Beijing,RU,Moscow,10,Economy Flight,1,824.0,820.8745,820.8745
EF016091,21525,BR,São Paulo,US,Miami,10,Economy Flight,1,1533.0,931.1467,931.1467
EF016092,21526,CN,Beijing,RU,Moscow,10,Economy Flight,1,809.0,820.8745,820.8745
BC006876,21527,AU,Sydney,SG,Singapore,12,Business Class Flight,1,5014.0,2585.1574,2585.1574
BC006877,21527,SG,Singapore,DE,Frankfurt,12,Business Class Flight,2,5100.0,4222.6987,4222.6987
EF016093,21528,BR,São Paulo,US,Miami,10,Economy Flight,1,1118.0,931.1467,931.1467
EF016094,21529,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,152.0,87.9543,87.9543
BC006878,21530,CN,Beijing,RU,Moscow,12,Business Class Flight,1,5232.0,2380.4493,2380.4493
BC006879,21531,US,New York,MX,Mexico City,12,Business Class Flight,1,1720.0,743.2958,743.2958
EF016095,21532,AU,Sydney,SG,Singapore,10,Economy Flight,1,741.0,891.4661,891.4661
EF016096,21532,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1412.0,1456.1562,1456.1562
BC006880,21533,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2572.0,1565.1219,1565.1219
EF016097,21534,BR,São Paulo,US,Miami,10,Economy Flight,1,1068.0,931.1467,931.1467
BC006881,21535,DE,Berlin,GB,London,12,Business Class Flight,1,360.0,213.7417,213.7417
EF016098,21536,CN,Beijing,RU,Moscow,10,Economy Flight,1,1131.0,820.8745,820.8745
BC006882,21537,US,New York,DE,Berlin,12,Business Class Flight,1,4823.0,2633.0422,2633.0422
EF016099,21538,CN,Beijing,IN,New Delhi,10,Economy Flight,1,732.0,539.7169,539.7169
EF016100,21539,BR,São Paulo,US,Miami,10,Economy Flight,1,1531.0,931.1467,931.1467
EF016101,21540,AU,Sydney,AU,Brisbane,10,Economy Flight,1,230.0,111.6058,111.6058
EF016102,21541,DE,Berlin,NL,Amsterdam,10,Economy Flight,1,146.0,87.9543,87.9543
BC006883,21542,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,9311.0,4954.3495,4954.3495
EF016103,21543,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,144.0,188.4358,188.4358
BC006884,21544,US,New York,CA,Toronto,12,Business Class Flight,1,998.0,124.2913,124.2913
EF016104,21545,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1774.0,1708.4588,1708.4588
EF016105,21546,MX,Mexico City,US,Miami,10,Economy Flight,1,462.0,304.0142,304.0142
EF016106,21547,DE,Berlin,GB,London,10,Economy Flight,1,154.0,142.504,142.504
BC006885,21548,US,New York,MX,Mexico City,12,Business Class Flight,1,1597.0,743.2958,743.2958
BC006886,21549,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,2573.0,1565.1219,1565.1219
BC006887,21550,AU,Sydney,US,Los Angeles,12,Business Class Flight,1,8481.0,4954.3495,4954.3495
TR000685,21551,DE,Berlin,NL,Amsterdam,4,Train,1,188.0,27.4334,27.4334
BC006888,21552,CN,Beijing,IN,New Delhi,12,Business Class Flight,1,3344.0,1565.1219,1565.1219
EF016107,21553,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2117.0,1708.4588,1708.4588
EF016108,21554,AU,Sydney,AU,Melbourne,10,Economy Flight,1,214.0,104.5385,104.5385
EF016109,21555,BR,São Paulo,US,Miami,10,Economy Flight,1,1469.0,931.1467,931.1467
EF016110,21556,DE,Berlin,IT,Rome,10,Economy Flight,1,214.0,174.5966,174.5966
BC006889,21557,CN,Beijing,CN,Shanghai,12,Business Class Flight,1,1051.0,239.3489,239.3489
BC006890,21557,CN,Shanghai,GB,London,12,Business Class Flight,2,5172.0,3784.1953,3784.1953
EF016111,21558,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,730.0,251.2322,251.2322
BC006891,21559,AU,Sydney,SG,Singapore,12,Business Class Flight,1,3868.0,2585.1574,2585.1574
EF016112,21560,BR,São Paulo,US,Miami,10,Economy Flight,1,1084.0,931.1467,931.1467
EF016113,21561,MX,Mexico City,US,Miami,10,Economy Flight,1,405.0,304.0142,304.0142
BC006892,21562,BR,São Paulo,ZA,Johannesburg,12,Business Class Flight,1,5482.0,3055.6576,3055.6576
EF016114,21563,DE,Berlin,ES,Madrid,10,Economy Flight,1,238.0,274.397,274.397
EF016115,21564,BR,São Paulo,US,Miami,10,Economy Flight,1,1229.0,931.1467,931.1467
EF016116,21565,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,561.0,251.2322,251.2322
BC006893,21566,ZA,Cape Town,ZA,Johannesburg,12,Business Class Flight,1,583.0,282.6347,282.6347
EF016117,21567,AU,Sydney,AE,Dubai,10,Economy Flight,1,1657.0,1354.7272,1354.7272
EF016118,21567,AE,Dubai,DE,Frankfurt,10,Economy Flight,2,619.0,1008.2278,1008.2278
EF016119,21568,AU,Sydney,SG,Singapore,10,Economy Flight,1,811.0,891.4661,891.4661
EF016120,21569,CN,Beijing,RU,Moscow,10,Economy Flight,1,850.0,820.8745,820.8745
BC006894,21570,DE,Berlin,GB,London,12,Business Class Flight,1,512.0,213.7417,213.7417
EF016121,21571,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1695.0,1708.4588,1708.4588
FC000394,21572,US,New York,MX,Mexico City,11,First Class Flight,1,4999.0,743.2958,743.2958
CA000720,21573,US,New York,CA,Toronto,17,Fiat 500 electric,1,95.74,84.1755,84.1755
BC006895,21574,BR,São Paulo,PT,Lisbon,12,Business Class Flight,1,8510.0,3259.3199,3259.3199
EF016122,21575,AU,Sydney,US,Los Angeles,10,Economy Flight,1,1528.0,1708.4588,1708.4588
BC006896,21576,CN,Beijing,CN,Shanghai,12,Business Class Flight,1,993.0,239.3489,239.3489
BC006897,21576,CN,Shanghai,GB,London,12,Business Class Flight,2,5497.0,3784.1953,3784.1953
EF016123,21577,BR,São Paulo,US,Miami,10,Economy Flight,1,1214.0,931.1467,931.1467
BC006898,21578,AU,Sydney,CN,Beijing,12,Business Class Flight,1,6702.0,3682.3494,3682.3494
EF016124,21579,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,762.0,251.2322,251.2322
EF016125,21580,CN,Beijing,RU,Moscow,10,Economy Flight,1,902.0,820.8745,820.8745
EF016126,21581,DE,Berlin,IT,Rome,10,Economy Flight,1,198.0,174.5966,174.5966
EF016127,21582,AU,Sydney,SG,Singapore,10,Economy Flight,1,767.0,891.4661,891.4661
EF016128,21583,AU,Sydney,US,Los Angeles,10,Economy Flight,1,2224.0,1708.4588,1708.4588
EF016129,21584,AU,Sydney,SG,Singapore,10,Economy Flight,1,874.0,891.4661,891.4661
EF016130,21584,SG,Singapore,DE,Frankfurt,10,Economy Flight,2,1052.0,1456.1562,1456.1562
EF016131,21585,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1455.0,1053.7135,1053.7135
EF016132,21586,AU,Sydney,AU,Brisbane,10,Economy Flight,1,190.0,111.6058,111.6058
EF016133,21587,BR,São Paulo,ZA,Johannesburg,10,Economy Flight,1,1876.0,1053.7135,1053.7135
EF016134,21588,BR,São Paulo,US,Miami,10,Economy Flight,1,1199.0,931.1467,931.1467
EF016135,21589,CN,Beijing,IN,New Delhi,10,Economy Flight,1,720.0,539.7169,539.7169
BC006899,21590,DE,Berlin,ES,Madrid,12,Business Class Flight,1,675.0,411.5677,411.5677
EF016136,21591,AU,Sydney,AU,Brisbane,10,Economy Flight,1,195.0,111.6058,111.6058
EF016137,21592,ZA,Cape Town,ZA,Johannesburg,10,Economy Flight,1,134.0,188.4358,188.4358
CA000721,21593,US,New York,CA,Toronto,15,Volkswagen Golf petrol,1,90.16,178.5404,178.5404
BC006900,21594,BR,São Paulo,US,Miami,12,Business Class Flight,1,4175.0,2700.2268,2700.2268
EF016138,21595,BR,São Paulo,PT,Lisbon,10,Economy Flight,1,2153.0,1123.9445,1123.9445
EF016139,21596,BR,São Paulo,AR,Buenos Aires,10,Economy Flight,1,718.0,251.2322,251.2322
EF016140,21597,DE,Berlin,FR,Paris,10,Economy Flight,1,153.0,130.8506,130.8506
EF016141,21598,BR,São Paulo,US,Miami,10,Economy Flight,1,1286.0,931.1467,931.1467
CA000722,21599,DE,Berlin,ES,Madrid,13,BMW 3 diesel,1,118.87,493.3779,493.3779
EF016142,21600,DE,Berlin,ES,Madrid,10,Economy Flight,1,223.0,274.397,274.397
EF016143,21601,BR,São Paulo,US,Miami,10,Economy Flight,1,1337.0,931.1467,931.1467
EF016144,21602,AU,Sydney,SG,Singapore,10,Economy Flight,1,998.0,891.4661,891.4661
EF016145,21603,US,New York,CA,Toronto,10,Economy Flight,1,395.0,82.8664,82.8664
EF016146,21604,AU,Sydney,AE,Abu Dhabi,10,Economy Flight,1,1672.0,1708.567,1708.567
EF016147,21604,AE,Abu Dhabi,DE,Frankfurt,10,Economy Flight,2,579.0,688.6528,688.6528
BC006901,21605,US,New York,FR,Paris,12,Business Class Flight,1,7479.0,2405.8845,2405.8845
FC000395,21606,CN,Beijing,RU,Moscow,11,First Class Flight,1,9616.0,3283.3823,3283.3823
EF016148,21607,MX,Mexico City,US,Miami,10,Economy Flight,1,499.0,304.0142,304.0142
BC006902,21608,US,New York,MX,Mexico City,12,Business Class Flight,1,1696.0,743.2958,743.2958
